Id,MSSubClass,MSZoning,LotFrontage,LotArea,LotShape,BldgType,HouseStyle,OverallQual,OverallCond,Foundation,BsmtQual,BsmtCond,Heating,HeatingQC,CentralAir,Electrical,KitchenQual,Fireplaces,FireplaceQu,GarageQual,GarageCond,PoolQC,Fence,SaleCondition,SalePrice
479,20,RL,79,10637,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,297000
480,30,RM,50,5925,Reg,1Fam,1Story,4,7,BrkTil,Fa,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Alloca,89471
481,20,RL,98,16033,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,326000
482,20,RL,72,11846,IR1,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,374000
483,70,RM,50,2500,Reg,1Fam,2Story,7,8,PConc,TA,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,Fa,Fa,NA,NA,Normal,155000
484,120,RM,32,4500,Reg,Twnhs,1Story,6,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,164000
485,20,RL,NA,7758,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,132500
486,20,RL,80,9600,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,147000
487,20,RL,79,10289,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,156000
488,20,RL,70,12243,IR1,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,175000
489,190,RL,60,10800,Reg,2fmCon,1.5Fin,5,4,CBlock,TA,Fa,GasA,TA,N,FuseA,TA,1,Gd,TA,Fa,NA,NA,Normal,160000
490,180,RM,21,1526,Reg,Twnhs,SFoyer,4,8,CBlock,Gd,TA,GasA,TA,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,86000
491,160,RM,NA,2665,Reg,TwnhsE,2Story,5,6,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,115000
492,50,RL,79,9490,Reg,1Fam,1.5Fin,6,7,CBlock,TA,TA,GasA,TA,Y,FuseA,Fa,2,TA,TA,TA,NA,MnPrv,Normal,133000
493,60,RL,105,15578,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Partial,172785
494,20,RL,70,7931,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,FuseA,TA,1,Fa,TA,TA,NA,NA,Normal,155000
495,30,RM,50,5784,Reg,1Fam,1Story,5,8,BrkTil,Fa,TA,GasA,Gd,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,91300
496,30,C (all),60,7879,Reg,1Fam,1Story,4,5,CBlock,TA,TA,GasA,TA,N,FuseA,TA,0,NA,NA,NA,NA,GdWo,Abnorml,34900
497,20,RL,NA,12692,IR1,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,430000
498,50,RL,60,9120,Reg,1Fam,1.5Fin,7,6,PConc,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,184000
499,20,RL,65,7800,Reg,1Fam,1Story,5,7,PConc,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Normal,130000
500,20,RL,70,7535,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Fa,Y,SBrkr,TA,0,NA,TA,TA,NA,MnWw,Normal,120000
501,160,RM,21,1890,Reg,Twnhs,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,113000
502,60,FV,75,9803,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,226700
503,20,RL,70,9170,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,Fa,Fa,NA,GdPrv,Normal,140000
504,20,RL,100,15602,IR1,1Fam,1Story,7,8,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,GdWo,Normal,289000
505,160,RL,24,2308,Reg,TwnhsE,2Story,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Fa,TA,TA,NA,NA,Normal,147000
506,90,RM,60,7596,Reg,Duplex,2Story,5,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,124500
507,60,RL,80,9554,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,215000
508,20,FV,75,7862,IR1,1Fam,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,208300
509,70,RM,60,9600,Reg,1Fam,2Story,7,9,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,161000
510,20,RL,80,9600,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,124500
511,20,RL,75,14559,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,164900
512,120,RL,40,6792,IR1,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,202665
513,20,RL,70,9100,Reg,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,129900
514,20,RL,71,9187,Reg,1Fam,1Story,6,5,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,134000
515,45,RL,55,10594,Reg,1Fam,1.5Unf,5,5,BrkTil,TA,TA,Grav,Fa,N,SBrkr,TA,0,NA,Po,Po,NA,MnPrv,Normal,96500
516,20,RL,94,12220,Reg,1Fam,1Story,10,5,CBlock,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,402861
517,80,RL,NA,10448,IR1,1Fam,SLvl,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdPrv,Abnorml,158000
518,60,RL,79,10208,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,265000
519,60,RL,NA,9531,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,211000
520,70,RL,53,10918,Reg,1Fam,2Story,7,9,BrkTil,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,MnPrv,Normal,234000
521,190,RL,60,10800,Reg,2fmCon,2Story,4,7,BrkTil,NA,NA,GasA,TA,N,FuseA,TA,0,NA,NA,NA,NA,NA,Normal,106250
522,20,RL,90,11988,IR1,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,FuseA,TA,2,Gd,TA,TA,NA,NA,Normal,150000
523,50,RM,50,5000,Reg,1Fam,1.5Fin,6,7,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,159000
524,60,RL,130,40094,IR1,1Fam,2Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,184750
525,60,RL,95,11787,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,315750
526,20,FV,62,7500,Reg,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,176000
527,20,RL,70,13300,Reg,1Fam,1Story,5,7,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,132000
528,60,RL,67,14948,IR1,1Fam,2Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,446261
529,30,RL,58,9098,IR1,1Fam,1Story,4,7,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,86000
530,20,RL,NA,32668,IR1,1Fam,1Story,6,3,PConc,TA,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Alloca,200624
531,80,RL,85,10200,Reg,1Fam,SLvl,6,5,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Fa,TA,TA,NA,NA,Abnorml,175000
532,70,RM,60,6155,IR1,1Fam,2Story,6,8,BrkTil,Fa,Fa,GasA,Ex,Y,SBrkr,TA,0,NA,TA,Fa,NA,NA,Normal,128000
533,20,RL,60,7200,Reg,1Fam,1Story,5,7,Slab,NA,NA,GasA,Ex,Y,SBrkr,TA,1,Po,TA,TA,NA,NA,Normal,107500
534,20,RL,50,5000,Reg,1Fam,1Story,1,3,Slab,NA,NA,GasA,Fa,N,FuseF,Fa,0,NA,NA,NA,NA,NA,Normal,39300
535,60,RL,74,9056,IR1,1Fam,2Story,8,5,PConc,Ex,Gd,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,178000
536,190,RL,70,7000,Reg,2fmCon,2Story,5,7,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,107500
537,60,RL,57,8924,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,188000
538,20,RL,NA,12735,IR1,1Fam,1Story,4,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnWw,Normal,111250
539,20,RL,NA,11553,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,Fa,TA,TA,NA,NA,Normal,158000
540,20,RL,NA,11423,Reg,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,MnPrv,Normal,272000
541,20,RL,85,14601,Reg,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,315000
542,60,RL,NA,11000,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,248000
543,20,RL,78,10140,Reg,1Fam,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,213250
544,120,RH,34,4058,Reg,TwnhsE,SFoyer,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,133000
545,60,RL,58,17104,IR1,1Fam,2Story,7,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,179665
546,50,RL,NA,13837,IR1,1Fam,1.5Fin,7,5,PConc,Gd,Gd,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,229000
547,50,RL,70,8737,IR1,1Fam,1.5Fin,6,7,BrkTil,Gd,TA,GasA,Ex,Y,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,210000
548,85,RL,54,7244,Reg,1Fam,SFoyer,5,7,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,129500
549,20,RM,49,8235,IR1,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,125000
550,60,FV,75,9375,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,263000
551,120,RL,53,4043,Reg,TwnhsE,1Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,140000
552,20,RM,50,6000,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Gd,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,112500
553,20,RL,87,11146,IR1,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,255500
554,20,RL,67,8777,Reg,1Fam,1Story,4,5,CBlock,NA,NA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Normal,108000
555,60,RL,85,10625,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,284000
556,45,RM,58,6380,Reg,1Fam,1.5Unf,5,6,BrkTil,TA,Fa,GasA,TA,Y,FuseA,TA,1,Gd,TA,TA,NA,NA,Normal,113000
557,20,RL,69,14850,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,FuseA,TA,1,TA,TA,TA,NA,MnWw,Normal,141000
558,50,C (all),60,11040,Reg,1Fam,1.5Fin,4,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,108000
559,60,RL,57,21872,IR2,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,175000
560,120,RL,NA,3196,Reg,TwnhsE,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,234000
561,20,RL,NA,11341,IR1,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,121500
562,20,RL,77,10010,Reg,1Fam,1Story,5,5,CBlock,Gd,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,170000
563,30,RL,63,13907,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,NA,NA,NA,NA,Normal,108000
564,50,RL,66,21780,Reg,1Fam,1.5Fin,6,7,BrkTil,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,185000
565,60,RL,NA,13346,IR1,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,268000
566,70,RL,66,6858,Reg,1Fam,2Story,6,4,PConc,Gd,TA,GasA,TA,N,FuseF,Fa,0,NA,TA,TA,NA,NA,Normal,128000
567,60,RL,77,11198,IR1,1Fam,2Story,9,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,325000
568,20,RL,70,10171,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,214000
569,50,RL,79,12327,IR1,1Fam,1.5Fin,8,8,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,Gd,TA,NA,NA,Normal,316600
570,90,RL,NA,7032,IR1,Duplex,SFoyer,5,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,2,TA,TA,TA,NA,NA,Normal,135960
571,90,RL,74,13101,IR1,Duplex,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,142600
572,20,RL,60,7332,Reg,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Abnorml,120000
573,60,RL,83,13159,IR1,1Fam,2Story,7,5,PConc,Ex,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Partial,224500
574,80,RL,76,9967,IR1,1Fam,SLvl,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,170000
575,80,RL,70,10500,Reg,1Fam,SLvl,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,GdWo,Normal,139000
576,50,RL,80,8480,Reg,1Fam,1.5Fin,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Abnorml,118500
577,50,RL,52,6292,Reg,1Fam,1.5Fin,7,7,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,TA,1,Gd,TA,TA,NA,NA,Normal,145000
578,80,RL,96,11777,IR1,1Fam,SLvl,5,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Fa,TA,TA,NA,NA,Abnorml,164500
579,160,FV,34,3604,Reg,TwnhsE,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Abnorml,146000
580,50,RM,81,12150,Reg,1Fam,1.5Fin,5,5,BrkTil,TA,TA,GasA,Ex,N,FuseF,TA,0,NA,Fa,TA,NA,NA,Normal,131500
581,20,RL,NA,14585,IR1,1Fam,1Story,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,181900
582,20,RL,98,12704,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Partial,253293
583,90,RL,81,11841,Reg,Duplex,SFoyer,6,5,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,118500
584,75,RM,75,13500,Reg,1Fam,2.5Unf,10,9,BrkTil,TA,TA,GasA,Gd,Y,SBrkr,Gd,1,Gd,Gd,TA,NA,NA,Normal,325000
585,50,RM,51,6120,Reg,1Fam,1.5Fin,4,7,BrkTil,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,133000
586,20,RL,88,11443,Reg,1Fam,1Story,8,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Partial,369900
587,30,RL,55,10267,Reg,1Fam,1Story,6,7,BrkTil,TA,Gd,GasA,Ex,Y,SBrkr,Fa,0,NA,TA,TA,NA,MnWw,Normal,130000
588,85,RL,74,8740,IR1,1Fam,SFoyer,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,137000
589,20,RL,65,25095,IR1,1Fam,1Story,5,8,CBlock,TA,TA,GasA,Ex,Y,SBrkr,Ex,2,Gd,TA,TA,NA,NA,Partial,143000
590,40,RM,50,9100,Reg,1Fam,1Story,5,6,BrkTil,TA,TA,GasA,TA,Y,FuseA,TA,0,NA,TA,TA,NA,NA,Normal,79500
591,60,RL,64,8320,Reg,1Fam,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,185900
592,60,RL,97,13478,IR1,1Fam,2Story,10,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,451950
593,20,RL,60,6600,Reg,1Fam,1Story,5,8,PConc,TA,Gd,GasA,Ex,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,138000
594,120,RM,NA,4435,Reg,TwnhsE,1Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,140000
595,20,RL,88,7990,IR1,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,MnPrv,Normal,110000
596,20,RL,69,11302,IR1,1Fam,1Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Partial,319000
597,70,RM,60,3600,Reg,1Fam,2Story,6,7,CBlock,TA,TA,GasA,Ex,N,FuseA,TA,0,NA,TA,Fa,NA,NA,Normal,114504
598,120,RL,53,3922,Reg,TwnhsE,1Story,7,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,194201
599,20,RL,80,12984,Reg,1Fam,1Story,5,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,217500
600,160,RM,24,1950,Reg,Twnhs,2Story,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdPrv,Normal,151000
601,60,RL,74,10927,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,Gd,TA,TA,NA,NA,Normal,275000
602,50,RM,50,9000,Reg,1Fam,1.5Fin,6,6,PConc,TA,TA,GasA,TA,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,141000
603,60,RL,80,10041,IR1,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Abnorml,220000
604,160,FV,30,3182,Reg,TwnhsE,2Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,151000
605,20,RL,88,12803,IR1,1Fam,1Story,7,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,221000
606,60,RL,85,13600,Reg,1Fam,2Story,7,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,3,Fa,TA,TA,NA,NA,Normal,205000
607,20,RL,82,12464,IR2,1Fam,1Story,5,5,PConc,Gd,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,GdPrv,Normal,152000
608,20,RL,78,7800,Reg,1Fam,2Story,5,8,CBlock,TA,Gd,GasA,Ex,Y,SBrkr,Ex,0,NA,TA,TA,NA,NA,Normal,225000
609,70,RL,78,12168,Reg,1Fam,2Story,8,6,PConc,Gd,TA,GasA,TA,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Alloca,359100
610,20,RL,61,7943,Reg,1Fam,1Story,4,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,118500
611,60,RL,NA,11050,Reg,1Fam,2Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Ex,2,Ex,TA,TA,NA,NA,Normal,313000
612,80,RL,NA,10395,IR1,1Fam,SLvl,6,6,CBlock,Gd,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,MnPrv,Normal,148000
613,60,RL,NA,11885,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Ex,1,TA,TA,TA,NA,NA,Normal,261500
614,20,RL,70,8402,Reg,1Fam,1Story,5,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Partial,147000
615,180,RM,21,1491,Reg,TwnhsE,SFoyer,4,6,CBlock,Gd,TA,GasA,Ex,Y,SBrkr,TA,0,NA,NA,NA,NA,NA,Normal,75500
616,85,RL,80,8800,Reg,1Fam,SFoyer,6,7,PConc,TA,TA,GasA,Ex,Y,SBrkr,Gd,0,NA,TA,TA,NA,MnPrv,Abnorml,137500
617,60,RL,NA,7861,IR1,1Fam,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,183200
618,45,RL,59,7227,Reg,1Fam,1.5Unf,6,6,CBlock,TA,TA,GasA,Gd,Y,SBrkr,Gd,0,NA,TA,TA,NA,NA,Normal,105500
619,20,RL,90,11694,Reg,1Fam,1Story,9,5,PConc,Ex,TA,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Partial,314813
620,60,RL,85,12244,Reg,1Fam,2Story,8,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,2,Gd,TA,TA,NA,NA,Normal,305000
621,30,RL,45,8248,Reg,1Fam,1Story,3,3,BrkTil,TA,TA,GasA,TA,N,FuseF,TA,0,NA,NA,NA,NA,NA,Normal,67000
622,60,RL,90,10800,Reg,1Fam,2Story,6,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,240000
623,20,RL,71,7064,Reg,1Fam,1Story,5,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,135000
624,160,FV,NA,2117,Reg,TwnhsE,2Story,6,5,PConc,Gd,TA,GasA,Ex,Y,SBrkr,Gd,1,TA,TA,TA,NA,NA,Normal,168500
625,60,RL,80,10400,Reg,1Fam,2Story,6,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Normal,165150
626,20,RL,87,10000,IR1,1Fam,1Story,6,6,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,160000
627,20,RL,NA,12342,IR1,1Fam,1Story,5,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,GdWo,Normal,139900
628,80,RL,80,9600,Reg,1Fam,SLvl,6,6,CBlock,TA,TA,GasA,Ex,Y,SBrkr,TA,2,Gd,TA,TA,NA,NA,Normal,153000
629,60,RL,70,11606,IR1,1Fam,2Story,5,5,PConc,Gd,TA,GasA,TA,Y,SBrkr,Fa,2,TA,TA,TA,NA,NA,Family,135000
630,80,RL,82,9020,Reg,1Fam,SLvl,6,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,168500
631,70,RM,50,9000,Reg,1Fam,2Story,5,6,BrkTil,Fa,Fa,GasA,TA,Y,FuseA,Ex,0,NA,Fa,Po,NA,MnPrv,Abnorml,124000
632,120,RL,34,4590,Reg,Twnhs,1Story,8,5,PConc,Gd,Gd,GasA,Ex,Y,SBrkr,Gd,1,Gd,TA,TA,NA,NA,Normal,209500
633,20,RL,85,11900,Reg,1Fam,1Story,7,5,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,1,TA,TA,TA,NA,NA,Family,82500
634,20,RL,80,9250,Reg,1Fam,1Story,5,7,CBlock,TA,TA,GasA,TA,Y,SBrkr,TA,0,NA,TA,TA,NA,NA,Normal,139400
635,90,RL,64,6979,Reg,Duplex,SFoyer,6,5,CBlock,TA,TA,GasA,Gd,Y,SBrkr,TA,0,NA,TA,TA,NA,GdPrv,Normal,144000
636,190,RH,60,10896,Reg,2fmCon,2.5Fin,6,7,CBlock,TA,Fa,GasA,Ex,Y,FuseA,Fa,0,NA,NA,NA,NA,NA,Abnorml,200000
637,30,RM,51,6120,Reg,1Fam,1Story,2,3,BrkTil,TA,Fa,Grav,Fa,N,FuseA,Fa,1,Po,NA,NA,NA,NA,Normal,60000
638,190,RM,50,6000,Reg,2fmCon,1.5Fin,5,4,CBlock,TA,TA,GasA,TA,Y,FuseA,Gd,0,NA,TA,TA,NA,NA,Normal,93000
